adapter,budget_hit,error,evicted_kv_mib,extra_arrival_index,extra_backend,extra_bits,extra_builtin_request_fallback,extra_cache_rebuild_reason,extra_cache_reused,extra_effective_prompt_chars,extra_env,extra_family,extra_gpu0_peak_memory_mib,extra_gpu1_peak_memory_mib,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_history_turns,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_loss_em,extra_metric_loss_f1,extra_metric_loss_rouge_l,extra_model,extra_primary_metric,extra_profile_note,extra_prompt_text,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_first_token_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_prefill_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,recompute_ms,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,session_id,split,task,ttft_ms,turn_index
kivi,False,,0.0,21,qwen2_kivi,2,false,history_turns_present,False,354,edgekv-kivi,kivi,7565.76904296875,7583.453125,,,,,,,,,,"[""User: Context:\nSession D arrives while other sessions are still active.\n\nQuestion:\nWhy can that trigger eviction?\nAnswer:"", ""Assistant: because the global resident KV budget may be exceeded when multiple sessions overlap""]",quantized,32,14952,True,8848,840,39424,32,16,1.0,0.8666666666666667,0.8666666666666667,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session D continues after a crowded interval.

Question:
What backend behavior should differ from independent requests?
Answer:",63,"interleaved sessions should trigger eviction, restore, recompute, or queue behavior that independent requests do not show",data/fixtures/pilot_session_trace_requests.jsonl,0.0,101.16221010684967,1160.431895405054,11185.77890098095,100.97820311784744,0.22380799055099487,0.0,1160.7616804540157,0.08548051118850708,first_token,persistent,1.82177734375,1.82177734375,0.620361328125,1160.7616804540157,medium,True,True," 
Assistant: The backend should handle the requests for Session D differently due to potential",15149.22216796875,kivi_2bit_residual32,0.0,1.0,0.0,session_d_turn_001__pressure_r1_c2,1.82177734375,1.201416015625,9610.5234375,0.0,session-d__pressure_r1_c2,eval,qa,101.16221010684967,1
kivi,False,,0.0,22,qwen2_kivi,2,false,history_turns_present,False,802,edgekv-kivi,kivi,7613.41015625,7655.0986328125,,,,,,,,,,"[""User: Summarize:\nSession C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.\nSummary:"", ""Assistant: The report distinguishes policy budget filtering from real backend budget hits under concurrency."", ""User: Summarize:\nThe second turn of session C explains that a resident trace should show global resident KV near the configured budget and expose queueing if pressure remains too high.\nSummary:"", ""Assistant: A good trace shows resident KV near budget and may expose queueing under sustained pressure.""]",quantized,32,15792,True,9324,868,43008,32,16,1.0,0.6875,0.75,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The final session C turn closes the trace by comparing action distributions under different budgets and checking whether backend events align with the raw CSV.
Summary:",144,The final turn checks that budget-dependent action shifts align with backend events in the raw CSV.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,145.6325799226761,1204.265996813774,11185.77890098095,145.41495591402054,0.22380799055099487,0.0,1204.5955695211887,0.09755417704582214,first_token,persistent,3.030029296875,3.030029296875,1.010009765625,1204.5955695211887,long,True,True," 
The final session C turn closes the trace by analyzing action distributions across various budgets",15268.5087890625,kivi_2bit_residual32,0.022727272727272707,0.9772727272727273,0.0,session_c_turn_002__pressure_r1_c1,3.030029296875,2.02001953125,9610.5234375,0.0,session-c__pressure_r1_c1,eval,summary,145.6325799226761,2
kivi,False,,0.0,23,qwen2_kivi,2,false,history_turns_present,False,802,edgekv-kivi,kivi,7613.9091796875,7655.59765625,,,,,,,,,,"[""User: Summarize:\nSession C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.\nSummary:"", ""Assistant: The report distinguishes policy budget filtering from real backend budget hits under concurrency."", ""User: Summarize:\nThe second turn of session C explains that a resident trace should show global resident KV near the configured budget and expose queueing if pressure remains too high.\nSummary:"", ""Assistant: A good trace shows resident KV near budget and may expose queueing under sustained pressure.""]",quantized,32,16632,True,9800,896,46592,32,16,1.0,0.6875,0.75,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The final session C turn closes the trace by comparing action distributions under different budgets and checking whether backend events align with the raw CSV.
Summary:",144,The final turn checks that budget-dependent action shifts align with backend events in the raw CSV.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,143.4619426727295,1203.264769166708,11185.77890098095,143.2717815041542,0.22380799055099487,0.0,1203.5734318196774,0.08753687143325806,first_token,persistent,3.030029296875,3.030029296875,1.010009765625,1203.5734318196774,long,True,True," 
The final session C turn closes the trace by analyzing action distributions across various budgets",15269.5068359375,kivi_2bit_residual32,0.022727272727272707,0.9772727272727273,0.0,session_c_turn_002__pressure_r1_c2,3.030029296875,2.02001953125,9610.5234375,0.0,session-c__pressure_r1_c2,eval,summary,143.4619426727295,2
kivi,False,,0.0,0,qwen2_kivi,2,false,new_session,False,95,edgekv-kivi,kivi,7531.63525390625,7536.818359375,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.6,0.76,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV keeps per-session KV state.

Question:
What does resident KV mean?
Answer:",21,resident KV is the portion of cached key/value state still kept in memory,data/fixtures/pilot_session_trace_requests.jsonl,0.0,73.51130619645119,837.8962986171246,9842.868234962225,73.165662586689,0.3233812749385834,0.0,838.369082659483,0.14252960681915283,first_token,persistent,1.96875,1.96875,1.96875,838.369082659483,short,True,True," In the context of TailGuardKV, ""resident KV"" likely refers to the",15068.45361328125,kivi_2bit_residual64,0.0,1.0,0.0,session_a_turn_000__pressure_r1_c1,1.96875,0.0,9611.765625,0.0,session-a__pressure_r1_c1,calibration,qa,73.51130619645119,0
kivi,False,,0.0,1,qwen2_kivi,2,false,new_session,False,95,edgekv-kivi,kivi,7532.61962890625,7537.802734375,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.6,0.76,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV keeps per-session KV state.

Question:
What does resident KV mean?
Answer:",21,resident KV is the portion of cached key/value state still kept in memory,data/fixtures/pilot_session_trace_requests.jsonl,0.0,70.81125304102898,839.1616456210613,9842.868234962225,70.60784474015236,0.3233812749385834,0.0,839.5016379654408,0.09151175618171692,first_token,persistent,1.96875,1.96875,1.96875,839.5016379654408,short,True,True," In the context of TailGuardKV, ""resident KV"" likely refers to the",15070.42236328125,kivi_2bit_residual64,0.0,1.0,0.0,session_a_turn_000__pressure_r1_c2,1.96875,0.0,9611.765625,0.0,session-a__pressure_r1_c2,calibration,qa,70.81125304102898,0
kivi,False,,0.0,2,qwen2_kivi,2,false,new_session,False,193,edgekv-kivi,kivi,7543.85986328125,7553.79296875,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.8571428571428571,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.
Summary:",37,Offloading reduces memory pressure but can add restore latency when the session resumes.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,76.11436024308205,843.7949754297733,9842.868234962225,75.89693740010262,0.3233812749385834,0.0,844.169270247221,0.09378045797348022,first_token,persistent,2.84375,2.84375,2.84375,844.169270247221,medium,True,True," Session B begins with a detailed discussion on cache eviction and restore costs, highlighting that",15097.65283203125,kivi_2bit_residual64,0.12857142857142856,0.8714285714285714,0.0,session_b_turn_000__pressure_r1_c1,2.84375,0.0,9611.765625,0.0,session-b__pressure_r1_c1,calibration,summary,76.11436024308205,0
kivi,False,,0.0,3,qwen2_kivi,2,false,new_session,False,193,edgekv-kivi,kivi,7545.28173828125,7555.21484375,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.8571428571428571,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.
Summary:",37,Offloading reduces memory pressure but can add restore latency when the session resumes.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,86.45127341151237,861.096877604723,9842.868234962225,86.21493354439735,0.3233812749385834,0.0,861.6092093288898,0.09430572390556335,first_token,persistent,2.84375,2.84375,2.84375,861.6092093288898,medium,True,True," Session B begins with a detailed discussion on cache eviction and restore costs, highlighting that",15100.49658203125,kivi_2bit_residual64,0.12857142857142856,0.8714285714285714,0.0,session_b_turn_000__pressure_r1_c2,2.84375,0.0,9611.765625,0.0,session-b__pressure_r1_c2,calibration,summary,86.45127341151237,0
kivi,False,,0.0,4,qwen2_kivi,2,false,history_turns_present,False,301,edgekv-kivi,kivi,7560.94287109375,7578.626953125,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory""]",quantized,32,756,True,420,28,1792,64,16,1.0,0.7,0.8,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV tracks offloaded and dropped state separately.

Question:
Which one causes recompute?
Answer:",63,dropped state causes recompute when the session returns,data/fixtures/pilot_session_trace_requests.jsonl,0.0,79.55646887421608,1124.3104040622711,9842.868234962225,79.30406555533409,0.3233812749385834,0.0,1124.7111447155476,0.09195134043693542,first_token,persistent,2.53271484375,2.53271484375,0.56396484375,1124.7111447155476,short,True,True," 
Recompute is typically caused by offloaded state in the context of TailGuard",15139.56982421875,kivi_2bit_residual64,0.0,1.0,0.0,session_a_turn_001__pressure_r1_c1,2.53271484375,1.96875,9611.765625,0.0,session-a__pressure_r1_c1,calibration,qa,79.55646887421608,1
kivi,False,,0.0,5,qwen2_kivi,2,false,history_turns_present,False,301,edgekv-kivi,kivi,7561.22998046875,7578.9140625,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory""]",quantized,32,1512,True,840,56,3584,64,16,1.0,0.7,0.8,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV tracks offloaded and dropped state separately.

Question:
Which one causes recompute?
Answer:",63,dropped state causes recompute when the session returns,data/fixtures/pilot_session_trace_requests.jsonl,0.0,81.30213245749474,1125.5478858947754,9842.868234962225,81.10014721751213,0.3233812749385834,0.0,1125.862643122673,0.09410083293914795,first_token,persistent,2.53271484375,2.53271484375,0.56396484375,1125.862643122673,short,True,True," 
Recompute is typically caused by offloaded state in the context of TailGuard",15140.14404296875,kivi_2bit_residual64,0.0,1.0,0.0,session_a_turn_001__pressure_r1_c2,2.53271484375,1.96875,9611.765625,0.0,session-a__pressure_r1_c2,calibration,qa,81.30213245749474,1
kivi,False,,0.0,6,qwen2_kivi,2,false,new_session,False,209,edgekv-kivi,kivi,7546.13330078125,7555.76953125,,,,,,,,,,[],quantized,32,1512,True,840,56,3584,64,16,1.0,0.9285714285714286,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.
Summary:",36,The report distinguishes policy budget filtering from real backend budget hits under concurrency.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,80.34530654549599,846.3522419333458,9842.868234962225,80.14427125453949,0.3233812749385834,0.0,846.7555865645409,0.08414685726165771,first_token,persistent,2.7890625,2.7890625,2.7890625,846.7555865645409,long,True,True, Session C focuses on memory budgeting in multiple conversations and stresses the importance of distinguishing,15101.90283203125,kivi_2bit_residual64,0.0,1.0,0.0,session_c_turn_000__pressure_r1_c1,2.7890625,0.0,9611.765625,0.0,session-c__pressure_r1_c1,calibration,summary,80.34530654549599,0
kivi,False,,0.0,7,qwen2_kivi,2,false,new_session,False,209,edgekv-kivi,kivi,7547.52783203125,7557.1640625,,,,,,,,,,[],quantized,32,1512,True,840,56,3584,64,16,1.0,0.9285714285714286,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.
Summary:",36,The report distinguishes policy budget filtering from real backend budget hits under concurrency.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,76.77636668086052,845.9961041808128,9842.868234962225,76.5439122915268,0.3233812749385834,0.0,846.331313252449,0.09334832429885864,first_token,persistent,2.7890625,2.7890625,2.7890625,846.331313252449,long,True,True, Session C focuses on memory budgeting in multiple conversations and stresses the importance of distinguishing,15104.69189453125,kivi_2bit_residual64,0.0,1.0,0.0,session_c_turn_000__pressure_r1_c2,2.7890625,0.0,9611.765625,0.0,session-c__pressure_r1_c2,calibration,summary,76.77636668086052,0
kivi,False,,0.0,8,qwen2_kivi,2,false,history_turns_present,False,426,edgekv-kivi,kivi,7574.96923828125,7598.2724609375,,,,,,,,,,"[""User: Summarize:\nSession B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.\nSummary:"", ""Assistant: Offloading reduces memory pressure but can add restore latency when the session resumes.""]",quantized,32,2352,True,1316,84,5376,64,16,1.0,0.41666666666666663,0.41666666666666663,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The follow-up for session B discusses how restore events can increase TTFT even when average memory drops.
Summary:",82,Restore events can raise TTFT even if average memory usage goes down.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,109.70545187592506,1198.4360590577126,9842.868234962225,109.49502512812614,0.3233812749385834,0.0,1198.8274678587914,0.09147822856903076,first_token,persistent,3.149658203125,3.149658203125,0.305908203125,1198.8274678587914,medium,True,True," 
Restore events can increase TTFT despite a reduction in average memory usage. 
",15173.24169921875,kivi_2bit_residual64,0.0,1.0,0.0,session_b_turn_001__pressure_r1_c1,3.149658203125,2.84375,9611.765625,0.0,session-b__pressure_r1_c1,calibration,summary,109.70545187592506,1
kivi,False,,0.0,9,qwen2_kivi,2,false,history_turns_present,False,426,edgekv-kivi,kivi,7575.14013671875,7598.443359375,,,,,,,,,,"[""User: Summarize:\nSession B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.\nSummary:"", ""Assistant: Offloading reduces memory pressure but can add restore latency when the session resumes.""]",quantized,32,3192,True,1792,112,7168,64,16,1.0,0.41666666666666663,0.41666666666666663,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The follow-up for session B discusses how restore events can increase TTFT even when average memory drops.
Summary:",82,Restore events can raise TTFT even if average memory usage goes down.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,115.96069857478142,1256.386324763298,9842.868234962225,115.7279685139656,0.3233812749385834,0.0,1256.7862905561924,0.09806454181671143,first_token,persistent,3.149658203125,3.149658203125,0.305908203125,1256.7862905561924,medium,True,True," 
Restore events can increase TTFT despite a reduction in average memory usage. 
",15173.58349609375,kivi_2bit_residual64,0.0,1.0,0.0,session_b_turn_001__pressure_r1_c2,3.149658203125,2.84375,9611.765625,0.0,session-b__pressure_r1_c2,calibration,summary,115.96069857478142,1
kivi,False,,0.0,10,qwen2_kivi,2,false,new_session,False,115,edgekv-kivi,kivi,7540.76025390625,7547.09765625,,,,,,,,,,[],quantized,32,3192,True,1792,112,7168,64,16,1.0,0.9310344827586207,0.9310344827586207,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session D arrives while other sessions are still active.

Question:
Why can that trigger eviction?
Answer:",22,because the global resident KV budget may be exceeded when multiple sessions overlap,data/fixtures/pilot_session_trace_requests.jsonl,0.0,71.66879251599312,842.1076834201813,9842.868234962225,71.34264707565308,0.3233812749385834,0.0,842.5624594092369,0.19457191228866577,first_token,persistent,2.0234375,2.0234375,2.0234375,842.5624594092369,medium,True,True, Session D arriving while other sessions are still active can trigger eviction due to resource constraints,15087.85791015625,kivi_2bit_residual64,0.0,1.0,0.0,session_d_turn_000__pressure_r1_c1,2.0234375,0.0,9611.765625,0.0,session-d__pressure_r1_c1,calibration,qa,71.66879251599312,0
kivi,False,,0.0,11,qwen2_kivi,2,false,new_session,False,115,edgekv-kivi,kivi,7541.77197265625,7548.109375,,,,,,,,,,[],quantized,32,3192,True,1792,112,7168,64,16,1.0,0.9310344827586207,0.9310344827586207,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session D arrives while other sessions are still active.

Question:
Why can that trigger eviction?
Answer:",22,because the global resident KV budget may be exceeded when multiple sessions overlap,data/fixtures/pilot_session_trace_requests.jsonl,0.0,72.54566997289658,838.9473594725132,9842.868234962225,72.33333587646484,0.3233812749385834,0.0,839.2701968550682,0.08850917220115662,first_token,persistent,2.0234375,2.0234375,2.0234375,839.2701968550682,medium,True,True, Session D arriving while other sessions are still active can trigger eviction due to resource constraints,15089.88134765625,kivi_2bit_residual64,0.0,1.0,0.0,session_d_turn_000__pressure_r1_c2,2.0234375,0.0,9611.765625,0.0,session-d__pressure_r1_c2,calibration,qa,72.54566997289658,0
kivi,False,,0.0,12,qwen2_kivi,2,false,history_turns_present,False,504,edgekv-kivi,kivi,7589.80615234375,7619.046875,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory"", ""User: Context:\nTailGuardKV tracks offloaded and dropped state separately.\n\nQuestion:\nWhich one causes recompute?\nAnswer:"", ""Assistant: dropped state causes recompute when the session returns""]",quantized,32,4032,True,2268,140,8960,64,16,1.0,0.8,0.9,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session A returns after other sessions have occupied memory.

Question:
What happens if its state was offloaded?
Answer:",102,the system performs a restore before continuing,data/fixtures/pilot_session_trace_requests.jsonl,0.0,116.80370569229126,1191.650364547968,9842.868234962225,116.60118401050568,0.3233812749385834,0.0,1191.98390096426,0.09109079837799072,first_token,persistent,3.799072265625,3.799072265625,1.266357421875,1191.98390096426,medium,True,True," 
If Session A's state was offloaded, it means that the state was",15208.85302734375,kivi_2bit_residual64,0.0,1.0,0.0,session_a_turn_002__pressure_r1_c1,3.799072265625,2.53271484375,9611.765625,0.0,session-a__pressure_r1_c1,eval,qa,116.80370569229126,2
kivi,False,,0.0,13,qwen2_kivi,2,false,history_turns_present,False,504,edgekv-kivi,kivi,7590.44873046875,7619.689453125,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory"", ""User: Context:\nTailGuardKV tracks offloaded and dropped state separately.\n\nQuestion:\nWhich one causes recompute?\nAnswer:"", ""Assistant: dropped state causes recompute when the session returns""]",quantized,32,4872,True,2744,168,10752,64,16,1.0,0.8,0.9,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session A returns after other sessions have occupied memory.

Question:
What happens if its state was offloaded?
Answer:",102,the system performs a restore before continuing,data/fixtures/pilot_session_trace_requests.jsonl,0.0,111.860491335392,1182.0997521281242,9842.868234962225,111.66264489293098,0.3233812749385834,0.0,1182.406559586525,0.0818595290184021,first_token,persistent,3.799072265625,3.799072265625,1.266357421875,1182.406559586525,medium,True,True," 
If Session A's state was offloaded, it means that the state was",15210.13818359375,kivi_2bit_residual64,0.0,1.0,0.0,session_a_turn_002__pressure_r1_c2,3.799072265625,2.53271484375,9611.765625,0.0,session-a__pressure_r1_c2,eval,qa,111.860491335392,2
kivi,False,,0.0,14,qwen2_kivi,2,false,history_turns_present,False,512,edgekv-kivi,kivi,7583.57080078125,7609.5458984375,,,,,,,,,,"[""User: Summarize:\nSession C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.\nSummary:"", ""Assistant: The report distinguishes policy budget filtering from real backend budget hits under concurrency.""]",quantized,32,5712,True,3220,196,12544,64,16,1.0,0.7241379310344829,0.7931034482758621,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The second turn of session C explains that a resident trace should show global resident KV near the configured budget and expose queueing if pressure remains too high.
Summary:",91,A good trace shows resident KV near budget and may expose queueing under sustained pressure.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,110.38710549473763,1191.1722756922245,9842.868234962225,110.18634587526321,0.3233812749385834,0.0,1191.5275603532791,0.08613243699073792,first_token,persistent,3.44189453125,3.44189453125,0.65283203125,1191.5275603532791,long,True,True," 
Session C's second point states that a resident trace should indicate near-configured",15193.11669921875,kivi_2bit_residual64,0.0,1.0,0.0,session_c_turn_001__pressure_r1_c1,3.44189453125,2.7890625,9611.765625,0.0,session-c__pressure_r1_c1,eval,summary,110.38710549473763,1
kivi,False,,0.0,15,qwen2_kivi,2,false,history_turns_present,False,512,edgekv-kivi,kivi,7583.90576171875,7609.880859375,,,,,,,,,,"[""User: Summarize:\nSession C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.\nSummary:"", ""Assistant: The report distinguishes policy budget filtering from real backend budget hits under concurrency.""]",quantized,32,6552,True,3696,224,14336,64,16,1.0,0.7241379310344829,0.7931034482758621,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The second turn of session C explains that a resident trace should show global resident KV near the configured budget and expose queueing if pressure remains too high.
Summary:",91,A good trace shows resident KV near budget and may expose queueing under sustained pressure.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,110.82790791988373,1183.8104501366615,9842.868234962225,110.61927303671837,0.3233812749385834,0.0,1184.1265857219696,0.08583813905715942,first_token,persistent,3.44189453125,3.44189453125,0.65283203125,1184.1265857219696,long,True,True," 
Session C's second point states that a resident trace should indicate near-configured",15193.78662109375,kivi_2bit_residual64,0.0,1.0,0.0,session_c_turn_001__pressure_r1_c2,3.44189453125,2.7890625,9611.765625,0.0,session-c__pressure_r1_c2,eval,summary,110.82790791988373,1
kivi,False,,0.0,16,qwen2_kivi,2,false,new_session,False,131,edgekv-kivi,kivi,7546.00439453125,7551.123046875,,,,,,,,,,[],quantized,32,6552,True,3696,224,14336,64,16,1.0,0.5833333333333333,0.5833333333333333,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session E is another concurrent request stream.

Question:
What metric should increase when global pressure rises?
Answer:",23,budget hit rate should increase as global pressure rises,data/fixtures/pilot_session_trace_requests.jsonl,0.0,72.31468707323074,852.6254147291183,9842.868234962225,72.13512808084488,0.3233812749385834,0.0,852.9396504163742,0.08187443017959595,first_token,persistent,2.078125,2.078125,2.078125,852.9396504163742,short,True,True," The number of concurrent requests in Session E should increase when global pressure rises.
Explanation",15097.12744140625,kivi_2bit_residual64,0.0,1.0,0.0,session_e_turn_000__pressure_r1_c1,2.078125,0.0,9611.765625,0.0,session-e__pressure_r1_c1,eval,qa,72.31468707323074,0
kivi,False,,0.0,17,qwen2_kivi,2,false,new_session,False,131,edgekv-kivi,kivi,7547.04345703125,7552.162109375,,,,,,,,,,[],quantized,32,6552,True,3696,224,14336,64,16,1.0,0.5833333333333333,0.5833333333333333,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session E is another concurrent request stream.

Question:
What metric should increase when global pressure rises?
Answer:",23,budget hit rate should increase as global pressure rises,data/fixtures/pilot_session_trace_requests.jsonl,0.0,72.7505125105381,849.6936410665512,9842.868234962225,72.56258651614189,0.3233812749385834,0.0,849.9943427741528,0.08541345596313477,first_token,persistent,2.078125,2.078125,2.078125,849.9943427741528,short,True,True," The number of concurrent requests in Session E should increase when global pressure rises.
Explanation",15099.20556640625,kivi_2bit_residual64,0.0,1.0,0.0,session_e_turn_000__pressure_r1_c2,2.078125,0.0,9611.765625,0.0,session-e__pressure_r1_c2,eval,qa,72.7505125105381,0
kivi,False,,0.0,18,qwen2_kivi,2,false,history_turns_present,False,678,edgekv-kivi,kivi,7611.32861328125,7650.0673828125,,,,,,,,,,"[""User: Summarize:\nSession B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.\nSummary:"", ""Assistant: Offloading reduces memory pressure but can add restore latency when the session resumes."", ""User: Summarize:\nThe follow-up for session B discusses how restore events can increase TTFT even when average memory drops.\nSummary:"", ""Assistant: Restore events can raise TTFT even if average memory usage goes down.""]",quantized,32,7392,True,4172,252,17920,64,16,1.0,0.6296296296296295,0.7777777777777778,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session B comes back after partial eviction. The system may need to restore or recompute part of its KV cache before generating the next answer.
Summary:",134,"When session B returns after eviction, the backend may restore or recompute cached state.",data/fixtures/pilot_session_trace_requests.jsonl,0.0,147.5241556763649,1224.3522070348263,9842.868234962225,147.32544496655464,0.3233812749385834,0.0,1224.7122414410114,0.08757784962654114,first_token,persistent,3.416259765625,3.416259765625,0.2666015625,1224.7122414410114,medium,True,True," 
Session B involves restoring or recomputing part of the KV cache after partial",15261.39599609375,kivi_2bit_residual64,0.19883040935672514,0.8011695906432749,0.0,session_b_turn_002__pressure_r1_c1,3.416259765625,3.149658203125,9611.765625,0.0,session-b__pressure_r1_c1,eval,summary,147.5241556763649,2
